"CMS_Cert_Number","Offers Nursing Care Services","Offers Physical Therapy Services","Offers Occupational Therapy Services","Test","Offers Home Health Aide Services"
"557656","Yes","Yes","Yes","Yes","Yes"
"557664","Yes","Yes","Yes","Yes","Yes"
"557669","Yes","Yes","Yes","Yes","Yes"
"557676","Yes","Yes","Yes","Yes","Yes"
"557677","Yes","Yes","Yes","Yes","Yes"
"557679","Yes","Yes","Yes","Yes","Yes"
"557680","Yes","Yes","Yes","Yes","Yes"
"557681","Yes","Yes","Yes","Yes","Yes"
"557684","Yes","Yes","Yes","Yes","Yes"
"557685","Yes","Yes","Yes","Yes","Yes"
"557690","Yes","Yes","Yes","Yes","Yes"
"557696","Yes","Yes","Yes","Yes","Yes"
"557700","Yes","Yes","Yes","Yes","Yes"
"557711","Yes","Yes","Yes","Yes","Yes"
"557712","Yes","Yes","Yes","Yes","Yes"
"557716","Yes","Yes","Yes","Yes","Yes"
"557718","Yes","Yes","Yes","Yes","Yes"
"557719","Yes","Yes","Yes","Yes","Yes"
"557722","Yes","Yes","Yes","Yes","Yes"
"557725","Yes","Yes","Yes","Yes","Yes"
"557727","Yes","Yes","Yes","Yes","Yes"
"557731","Yes","Yes","Yes","Yes","Yes"
"557735","Yes","Yes","Yes","Yes","Yes"
"557740","Yes","Yes","Yes","Yes","Yes"
"557741","Yes","Yes","Yes","Yes","Yes"
"557743","Yes","Yes","Yes","Yes","Yes"
"557746","Yes","Yes","Yes","Yes","Yes"
"557747","Yes","Yes","Yes","Yes","Yes"
"557750","Yes","Yes","No","Yes","Yes"
"557753","Yes","Yes","Yes","Yes","Yes"
"557754","Yes","Yes","Yes","Yes","Yes"
"557755","Yes","Yes","Yes","Yes","Yes"
"557763","Yes","Yes","Yes","Yes","Yes"
"557764","Yes","Yes","Yes","Yes","Yes"
"557765","Yes","Yes","Yes","Yes","Yes"
"557773","Yes","Yes","Yes","Yes","Yes"
"557774","Yes","Yes","Yes","Yes","Yes"
"557775","Yes","Yes","Yes","Yes","Yes"
"557784","Yes","Yes","Yes","Yes","Yes"
"557785","Yes","Yes","Yes","Yes","Yes"
"557788","Yes","Yes","Yes","Yes","Yes"
"557789","Yes","Yes","Yes","Yes","Yes"
"557790","Yes","Yes","Yes","Yes","Yes"
"557791","Yes","Yes","Yes","Yes","Yes"
"557792","Yes","Yes","Yes","Yes","Yes"
"557794","Yes","Yes","Yes","Yes","Yes"
"557796","Yes","Yes","Yes","Yes","Yes"
"557797","Yes","Yes","Yes","Yes","Yes"
"557798","Yes","Yes","Yes","Yes","Yes"
"557799","Yes","Yes","Yes","Yes","Yes"
"657002","Yes","Yes","No","No","Yes"
"657004","Yes","Yes","Yes","Yes","Yes"
"657005","Yes","Yes","No","No","Yes"
"657006","Yes","No","No","No","Yes"
"667001","Yes","Yes","No","Yes","Yes"
"667002","Yes","Yes","No","Yes","Yes"
"673100","Yes","Yes","No","No","Yes"
"673101","Yes","Yes","Yes","Yes","Yes"
"673102","Yes","Yes","Yes","Yes","No"
"673104","Yes","Yes","No","Yes","No"
"673107","Yes","No","No","No","Yes"
"673108","Yes","Yes","Yes","Yes","Yes"
"673110","Yes","Yes","Yes","No","No"
"673111","Yes","Yes","Yes","Yes","Yes"
"673112","Yes","Yes","Yes","Yes","Yes"
"673113","Yes","Yes","Yes","Yes","Yes"
"673114","Yes","Yes","No","No","No"
"673115","Yes","Yes","Yes","Yes","Yes"
"673116","Yes","Yes","Yes","Yes","Yes"
"673119","Yes","Yes","Yes","Yes","Yes"
"673120","Yes","Yes","Yes","Yes","Yes"
"673121","Yes","Yes","Yes","Yes","Yes"
"673122","Yes","Yes","Yes","Yes","Yes"
"673123","Yes","Yes","Yes","No","Yes"
"673124","Yes","Yes","Yes","Yes","Yes"
"673125","Yes","Yes","Yes","Yes","Yes"
"673126","Yes","Yes","Yes","Yes","Yes"
"673127","Yes","Yes","Yes","Yes","Yes"
"673128","Yes","Yes","Yes","Yes","Yes"
"673129","Yes","Yes","Yes","Yes","Yes"
"673130","Yes","Yes","Yes","Yes","Yes"
"673132","Yes","Yes","Yes","Yes","Yes"
"673133","Yes","Yes","Yes","Yes","Yes"
"673134","Yes","Yes","Yes","Yes","Yes"
"673135","Yes","Yes","Yes","Yes","Yes"
"673136","Yes","Yes","Yes","Yes","No"
"673137","Yes","Yes","Yes","Yes","Yes"
"673138","Yes","Yes","Yes","Yes","Yes"
"673139","Yes","Yes","Yes","Yes","Yes"
"673140","Yes","Yes","Yes","Yes","No"
"673141","Yes","Yes","Yes","Yes","Yes"
"673142","Yes","Yes","Yes","Yes","Yes"
"673143","Yes","Yes","Yes","Yes","Yes"
"673145","Yes","Yes","Yes","Yes","Yes"
"673146","Yes","Yes","Yes","Yes","Yes"
"673147","Yes","Yes","Yes","Yes","Yes"
"673148","Yes","Yes","Yes","Yes","Yes"
"673149","Yes","Yes","Yes","Yes","Yes"
"673150","Yes","Yes","Yes","Yes","Yes"
"673151","Yes","Yes","Yes","Yes","Yes"
"673152","Yes","No","No","No","Yes"
"673153","Yes","Yes","Yes","Yes","Yes"
"673154","Yes","Yes","Yes","Yes","Yes"
"673155","Yes","Yes","Yes","Yes","Yes"
"673156","Yes","Yes","Yes","Yes","Yes"
"673157","Yes","Yes","Yes","Yes","Yes"
"673158","Yes","Yes","Yes","Yes","Yes"
"673159","Yes","Yes","Yes","Yes","Yes"
"673160","Yes","Yes","Yes","Yes","No"
"673161","Yes","Yes","Yes","Yes","Yes"
"673162","Yes","Yes","Yes","Yes","Yes"
"673163","Yes","Yes","Yes","Yes","Yes"
"673164","Yes","Yes","Yes","Yes","Yes"
"673165","Yes","Yes","Yes","Yes","Yes"
"673166","Yes","Yes","Yes","No","No"
"673167","Yes","Yes","Yes","Yes","Yes"
"673168","Yes","Yes","Yes","Yes","Yes"
"673169","Yes","Yes","Yes","Yes","Yes"
"673170","Yes","Yes","Yes","Yes","Yes"
"673171","Yes","Yes","Yes","No","Yes"
"673172","Yes","Yes","Yes","Yes","Yes"
"673173","Yes","Yes","Yes","Yes","Yes"
"673174","Yes","Yes","Yes","Yes","Yes"
"673175","Yes","Yes","Yes","Yes","Yes"
"673176","Yes","Yes","Yes","Yes","Yes"
"673177","Yes","Yes","Yes","Yes","Yes"
"673178","Yes","Yes","Yes","Yes","Yes"
"673179","Yes","Yes","Yes","Yes","Yes"
"673180","Yes","Yes","Yes","Yes","Yes"
"673181","Yes","Yes","Yes","No","Yes"
"673182","Yes","Yes","Yes","Yes","Yes"
"673183","Yes","Yes","Yes","Yes","Yes"
"673184","Yes","Yes","Yes","Yes","Yes"
"673185","Yes","Yes","Yes","Yes","Yes"
"673186","Yes","Yes","Yes","Yes","Yes"
"673187","Yes","Yes","Yes","Yes","Yes"
"673189","Yes","Yes","Yes","Yes","Yes"
"673190","Yes","Yes","Yes","Yes","Yes"
"673191","Yes","Yes","Yes","Yes","No"
"673192","Yes","Yes","Yes","Yes","Yes"
"673193","Yes","Yes","Yes","Yes","Yes"
"673194","Yes","Yes","Yes","Yes","Yes"
"673195","Yes","Yes","Yes","Yes","Yes"
"673196","Yes","Yes","Yes","Yes","Yes"
"673197","Yes","Yes","Yes","Yes","Yes"
"673198","Yes","Yes","Yes","Yes","Yes"
"673199","Yes","Yes","No","Yes","Yes"
"677000","Yes","Yes","Yes","No","Yes"
"677006","Yes","Yes","Yes","Yes","Yes"
"677011","Yes","Yes","Yes","Yes","Yes"
"677014","Yes","Yes","Yes","Yes","Yes"
"677027","Yes","Yes","No","No","Yes"
"677028","Yes","Yes","No","Yes","Yes"
"677032","Yes","Yes","Yes","Yes","Yes"
"677035","Yes","Yes","Yes","Yes","Yes"
"677036","Yes","Yes","Yes","Yes","Yes"
"677037","Yes","Yes","Yes","Yes","Yes"
"677049","Yes","Yes","Yes","Yes","Yes"
"677052","Yes","Yes","Yes","Yes","Yes"
"677065","Yes","Yes","No","No","Yes"
"677078","Yes","Yes","Yes","Yes","Yes"
"677080","Yes","Yes","No","No","Yes"
"677088","Yes","Yes","Yes","Yes","Yes"
"677099","Yes","Yes","Yes","Yes","Yes"
"677101","Yes","Yes","Yes","Yes","Yes"
"677103","Yes","Yes","Yes","No","Yes"
"677109","Yes","Yes","Yes","Yes","Yes"
"677112","Yes","Yes","Yes","Yes","Yes"
"677125","Yes","Yes","Yes","Yes","Yes"
"677127","Yes","Yes","Yes","Yes","Yes"
"677129","Yes","Yes","Yes","Yes","Yes"
"677131","Yes","Yes","Yes","Yes","No"
"677132","Yes","Yes","Yes","Yes","Yes"
"677137","Yes","Yes","Yes","Yes","Yes"
"677142","Yes","Yes","No","Yes","Yes"
"677143","Yes","Yes","Yes","Yes","Yes"
"677144","Yes","Yes","Yes","No","Yes"
"677153","Yes","Yes","Yes","Yes","Yes"
"677154","Yes","Yes","No","Yes","Yes"
"677158","Yes","Yes","Yes","Yes","Yes"
"677166","Yes","Yes","Yes","Yes","Yes"
"677177","Yes","Yes","No","Yes","Yes"
"677184","Yes","Yes","No","Yes","Yes"
"677188","Yes","Yes","Yes","No","Yes"
"677193","Yes","Yes","Yes","Yes","Yes"
"677194","Yes","Yes","Yes","Yes","Yes"
"677197","Yes","Yes","Yes","Yes","Yes"
"677207","Yes","Yes","Yes","Yes","Yes"
"677209","Yes","Yes","Yes","Yes","Yes"
"677210","Yes","Yes","No","No","Yes"
"677211","Yes","Yes","Yes","Yes","Yes"
"677220","Yes","Yes","Yes","Yes","Yes"
"677221","Yes","Yes","Yes","Yes","Yes"
"677222","Yes","Yes","No","No","No"
"677238","Yes","Yes","Yes","Yes","Yes"
"677247","Yes","Yes","Yes","Yes","Yes"
"677248","Yes","Yes","Yes","Yes","Yes"
"677249","Yes","Yes","Yes","Yes","No"
"677254","Yes","Yes","Yes","Yes","Yes"
"677259","Yes","Yes","Yes","Yes","Yes"
"677264","Yes","Yes","Yes","Yes","Yes"
"677267","Yes","Yes","Yes","Yes","Yes"
"677271","Yes","Yes","Yes","Yes","Yes"
"677275","Yes","Yes","Yes","Yes","Yes"
"677277","Yes","Yes","Yes","Yes","Yes"
"677283","Yes","Yes","Yes","Yes","Yes"
"677285","Yes","Yes","No","Yes","Yes"
"677290","Yes","Yes","No","No","Yes"
"677291","Yes","Yes","No","Yes","Yes"
"677296","Yes","Yes","Yes","Yes","Yes"
"677297","Yes","Yes","Yes","Yes","Yes"
"677299","Yes","Yes","Yes","Yes","No"
"677402","Yes","Yes","Yes","Yes","Yes"
"677405","Yes","Yes","Yes","No","Yes"
"677412","Yes","Yes","Yes","Yes","Yes"
"677415","Yes","Yes","Yes","Yes","Yes"
"677416","Yes","Yes","No","No","Yes"
"677421","Yes","Yes","Yes","Yes","Yes"
"677427","Yes","Yes","No","Yes","Yes"
"677428","Yes","Yes","Yes","No","Yes"
"677429","Yes","Yes","Yes","Yes","Yes"
"677433","Yes","Yes","Yes","Yes","Yes"
"677439","Yes","Yes","Yes","No","Yes"
"677440","Yes","No","No","Yes","No"
"677442","Yes","Yes","Yes","No","No"
"677447","Yes","Yes","Yes","Yes","Yes"
"677450","Yes","Yes","Yes","Yes","Yes"
"677454","Yes","Yes","No","No","No"
"677455","Yes","Yes","Yes","Yes","Yes"
"677457","Yes","Yes","Yes","Yes","Yes"
"677458","Yes","Yes","Yes","Yes","Yes"
"677465","Yes","Yes","Yes","No","Yes"
"677488","Yes","Yes","Yes","Yes","Yes"
"677492","Yes","Yes","Yes","Yes","Yes"
"677493","Yes","Yes","Yes","Yes","Yes"
"677495","Yes","Yes","Yes","Yes","Yes"
"677504","Yes","Yes","Yes","Yes","Yes"
"677513","Yes","Yes","Yes","Yes","Yes"
"677515","Yes","Yes","Yes","Yes","Yes"
"677517","Yes","Yes","Yes","Yes","Yes"
"677520","Yes","Yes","Yes","Yes","Yes"
"677522","Yes","Yes","Yes","Yes","Yes"
"677523","Yes","Yes","Yes","Yes","Yes"
"677531","Yes","Yes","Yes","No","Yes"
"677532","Yes","Yes","Yes","No","Yes"
"677544","Yes","Yes","Yes","Yes","Yes"
"677545","Yes","Yes","Yes","Yes","Yes"
"677548","Yes","Yes","Yes","Yes","Yes"
"677562","Yes","Yes","No","No","Yes"
"677563","Yes","Yes","Yes","No","Yes"
"677566","Yes","Yes","Yes","Yes","Yes"
"677569","Yes","Yes","Yes","Yes","Yes"
"677572","Yes","Yes","Yes","Yes","Yes"
"677574","Yes","Yes","Yes","Yes","Yes"
"677586","Yes","Yes","Yes","Yes","Yes"
"677590","Yes","Yes","Yes","Yes","Yes"
"677594","Yes","Yes","Yes","Yes","Yes"
"677598","Yes","Yes","Yes","Yes","Yes"
"677604","Yes","Yes","No","No","Yes"
"677605","Yes","Yes","Yes","Yes","Yes"
"677615","Yes","Yes","Yes","Yes","Yes"
"677616","Yes","Yes","Yes","Yes","Yes"
"677617","Yes","Yes","Yes","No","Yes"
"677620","Yes","Yes","Yes","Yes","Yes"
"677624","Yes","Yes","Yes","Yes","Yes"
"677634","Yes","No","No","No","Yes"
"677638","Yes","Yes","Yes","Yes","Yes"
"677644","Yes","Yes","Yes","Yes","Yes"
"677646","Yes","Yes","Yes","Yes","Yes"
"677648","Yes","No","No","Yes","No"
"677657","Yes","Yes","Yes","Yes","Yes"
"677660","Yes","Yes","Yes","Yes","Yes"
"677661","Yes","Yes","No","No","No"
"677665","Yes","Yes","Yes","Yes","Yes"
"677668","Yes","Yes","Yes","Yes","Yes"
"677672","Yes","Yes","Yes","Yes","No"
"677681","Yes","Yes","Yes","Yes","Yes"
"677686","Yes","Yes","Yes","Yes","Yes"
"677689","Yes","Yes","Yes","Yes","Yes"
"677694","Yes","Yes","Yes","Yes","Yes"
"677699","Yes","Yes","Yes","Yes","Yes"
"677712","Yes","Yes","Yes","Yes","Yes"
"677720","Yes","Yes","Yes","Yes","Yes"
"677733","Yes","Yes","Yes","Yes","Yes"
"677734","Yes","Yes","Yes","Yes","Yes"
"677735","Yes","Yes","Yes","Yes","Yes"
"677737","Yes","Yes","Yes","Yes","Yes"
"677742","Yes","Yes","Yes","Yes","Yes"
"677779","Yes","Yes","Yes","Yes","Yes"
"677787","Yes","Yes","Yes","Yes","Yes"
"677789","Yes","Yes","Yes","Yes","Yes"
"677792","Yes","Yes","Yes","Yes","Yes"
"677796","Yes","Yes","Yes","Yes","Yes"
"677800","Yes","Yes","Yes","Yes","Yes"
"677801","Yes","Yes","Yes","Yes","Yes"
"677802","Yes","Yes","Yes","Yes","Yes"
"677803","Yes","Yes","Yes","Yes","Yes"
"677804","Yes","Yes","Yes","Yes","Yes"
"677805","Yes","Yes","Yes","Yes","Yes"
"677806","Yes","Yes","Yes","Yes","Yes"
"677807","Yes","Yes","Yes","Yes","Yes"
"677808","Yes","Yes","Yes","Yes","Yes"
"677809","Yes","Yes","Yes","Yes","Yes"
"677810","Yes","Yes","Yes","Yes","Yes"
"677811","Yes","Yes","Yes","Yes","Yes"
"677812","Yes","Yes","Yes","Yes","Yes"
"677813","Yes","Yes","No","No","No"
"677814","Yes","Yes","Yes","Yes","Yes"
"677816","Yes","Yes","Yes","Yes","Yes"
"677817","Yes","Yes","Yes","Yes","Yes"
"677818","Yes","Yes","Yes","Yes","Yes"
"677819","Yes","Yes","Yes","Yes","Yes"
"677820","Yes","Yes","Yes","Yes","Yes"
"677821","Yes","Yes","Yes","Yes","Yes"
"677822","Yes","Yes","Yes","Yes","Yes"
"677823","Yes","Yes","No","Yes","Yes"
"677824","Yes","Yes","Yes","Yes","Yes"
"677825","Yes","Yes","Yes","Yes","Yes"
"677826","Yes","Yes","Yes","Yes","Yes"
"677827","Yes","Yes","Yes","Yes","Yes"
"677828","Yes","Yes","Yes","Yes","Yes"
"677830","Yes","Yes","Yes","Yes","Yes"
"677831","Yes","Yes","Yes","Yes","Yes"
"677832","Yes","Yes","Yes","Yes","Yes"
"677833","Yes","Yes","Yes","Yes","Yes"
"677834","Yes","Yes","Yes","Yes","Yes"
"677835","Yes","Yes","Yes","Yes","No"
"677836","Yes","Yes","Yes","Yes","Yes"
"677837","Yes","Yes","Yes","Yes","Yes"
"677839","Yes","Yes","Yes","Yes","Yes"
"677840","Yes","Yes","Yes","Yes","Yes"
"677841","Yes","Yes","Yes","Yes","Yes"
"677842","Yes","Yes","Yes","Yes","Yes"
"677843","Yes","Yes","Yes","Yes","Yes"
"677844","Yes","Yes","Yes","Yes","Yes"
"677845","Yes","Yes","Yes","Yes","Yes"
"677846","Yes","Yes","Yes","Yes","Yes"
"677847","Yes","Yes","Yes","Yes","Yes"
"677848","Yes","Yes","Yes","Yes","Yes"
"677849","Yes","Yes","Yes","Yes","Yes"
"677850","Yes","Yes","Yes","Yes","Yes"
"677851","Yes","Yes","Yes","Yes","Yes"
"677852","Yes","Yes","Yes","Yes","Yes"
"677853","Yes","Yes","Yes","Yes","Yes"
"677854","Yes","Yes","Yes","Yes","Yes"
"677855","Yes","Yes","Yes","Yes","Yes"
"677856","Yes","Yes","Yes","Yes","Yes"
"677857","Yes","Yes","Yes","Yes","Yes"
"677859","Yes","Yes","Yes","Yes","Yes"
"677860","Yes","Yes","Yes","Yes","No"
"677863","Yes","Yes","Yes","Yes","Yes"
"677864","Yes","Yes","Yes","Yes","Yes"
"677865","Yes","Yes","Yes","Yes","Yes"
"677866","Yes","Yes","Yes","Yes","Yes"
"677867","Yes","Yes","Yes","Yes","Yes"
"677868","Yes","Yes","Yes","Yes","Yes"
"677869","Yes","Yes","Yes","Yes","Yes"
"677870","Yes","Yes","Yes","Yes","Yes"
"677872","Yes","Yes","Yes","Yes","Yes"
"677873","Yes","Yes","Yes","Yes","No"
"677874","Yes","Yes","Yes","Yes","Yes"
"677875","Yes","Yes","Yes","Yes","Yes"
"677876","Yes","Yes","Yes","Yes","Yes"
"677877","Yes","Yes","Yes","Yes","Yes"
"677878","Yes","Yes","Yes","Yes","Yes"
"677879","Yes","Yes","Yes","Yes","Yes"
"677880","Yes","Yes","Yes","Yes","Yes"
"677881","Yes","Yes","Yes","Yes","Yes"
"677882","Yes","Yes","Yes","Yes","Yes"
"677883","Yes","Yes","Yes","Yes","Yes"
"677884","Yes","Yes","Yes","Yes","No"
"677887","Yes","Yes","Yes","Yes","Yes"
"677889","Yes","Yes","Yes","Yes","Yes"
"677890","Yes","Yes","Yes","Yes","Yes"
"677891","Yes","Yes","Yes","Yes","Yes"
"677892","Yes","Yes","Yes","Yes","Yes"
"677893","Yes","Yes","Yes","Yes","Yes"
"677894","Yes","Yes","Yes","Yes","Yes"
"677895","Yes","Yes","Yes","Yes","Yes"
"677896","Yes","Yes","Yes","Yes","Yes"
"677897","Yes","Yes","Yes","Yes","Yes"
"677898","Yes","Yes","Yes","Yes","Yes"
"677899","Yes","Yes","Yes","Yes","Yes"
"677900","Yes","Yes","Yes","Yes","Yes"
"677901","Yes","Yes","Yes","Yes","No"
"677903","Yes","Yes","Yes","Yes","Yes"
"677904","Yes","Yes","Yes","Yes","No"
"677906","Yes","Yes","Yes","Yes","Yes"
"677907","Yes","Yes","Yes","Yes","No"
"677908","Yes","Yes","Yes","No","Yes"
"677910","Yes","Yes","Yes","Yes","Yes"
"677911","Yes","Yes","Yes","No","No"
"677912","Yes","Yes","Yes","Yes","Yes"
"677913","Yes","Yes","Yes","Yes","Yes"
"677914","Yes","Yes","Yes","Yes","Yes"
"677915","Yes","Yes","Yes","Yes","Yes"
"677916","Yes","Yes","Yes","Yes","Yes"
"677917","Yes","Yes","Yes","Yes","Yes"
"677918","Yes","Yes","Yes","No","Yes"
"677919","Yes","Yes","Yes","No","Yes"
"677920","Yes","Yes","Yes","Yes","Yes"
"677921","Yes","Yes","Yes","Yes","Yes"
"677922","Yes","Yes","Yes","Yes","Yes"
"677923","Yes","Yes","Yes","Yes","Yes"
"677924","Yes","Yes","Yes","Yes","Yes"
"677926","Yes","Yes","Yes","Yes","Yes"
"677927","Yes","Yes","Yes","Yes","Yes"
"677928","Yes","Yes","Yes","Yes","Yes"
"677929","Yes","Yes","Yes","Yes","Yes"
"677930","Yes","Yes","Yes","Yes","Yes"
"677931","Yes","Yes","Yes","Yes","Yes"
"677932","Yes","Yes","Yes","Yes","Yes"
"677933","Yes","Yes","Yes","Yes","No"
"677934","Yes","Yes","Yes","Yes","No"
"677935","Yes","Yes","Yes","No","Yes"
"677936","Yes","Yes","Yes","Yes","Yes"
"677937","Yes","Yes","Yes","Yes","Yes"
"677938","Yes","Yes","Yes","Yes","No"
"677940","Yes","Yes","Yes","Yes","Yes"
"677941","Yes","Yes","Yes","Yes","Yes"
"677942","Yes","Yes","Yes","Yes","Yes"
"677943","Yes","Yes","Yes","Yes","Yes"
"677944","Yes","Yes","Yes","Yes","Yes"
"677945","Yes","Yes","Yes","Yes","Yes"
"677946","Yes","Yes","Yes","Yes","Yes"
"677947","Yes","Yes","Yes","Yes","Yes"
"677948","Yes","Yes","Yes","Yes","Yes"
"677949","Yes","Yes","Yes","Yes","Yes"
"677950","Yes","Yes","Yes","Yes","Yes"
"677951","Yes","Yes","Yes","Yes","Yes"
"677952","Yes","Yes","Yes","Yes","Yes"
"677953","Yes","Yes","Yes","Yes","Yes"
"677954","Yes","Yes","Yes","Yes","Yes"
"677955","Yes","Yes","Yes","Yes","No"
"677956","Yes","Yes","Yes","Yes","Yes"
"677957","Yes","Yes","Yes","Yes","Yes"
"677958","Yes","Yes","Yes","Yes","Yes"
"677959","Yes","Yes","Yes","Yes","Yes"
"677960","Yes","Yes","Yes","Yes","No"
"677961","Yes","Yes","Yes","Yes","Yes"
"677962","Yes","Yes","Yes","Yes","Yes"
"677963","Yes","Yes","Yes","No","Yes"
"677964","Yes","Yes","Yes","Yes","Yes"
"677965","Yes","Yes","Yes","Yes","Yes"
"677966","Yes","Yes","Yes","Yes","Yes"
"677967","Yes","Yes","Yes","Yes","No"
"677968","Yes","Yes","Yes","Yes","Yes"
"677970","Yes","Yes","Yes","No","No"
"677971","Yes","Yes","Yes","Yes","Yes"
"677972","Yes","Yes","Yes","Yes","Yes"
"677973","Yes","Yes","Yes","Yes","Yes"
"677975","Yes","Yes","Yes","Yes","Yes"
"677976","Yes","No","No","No","Yes"
"677977","Yes","Yes","Yes","Yes","Yes"
"677978","Yes","Yes","Yes","Yes","Yes"
"677979","Yes","Yes","Yes","Yes","Yes"
"677980","Yes","Yes","Yes","Yes","Yes"
"677981","Yes","Yes","Yes","Yes","Yes"
"677982","Yes","Yes","Yes","Yes","Yes"
"677983","Yes","Yes","Yes","Yes","Yes"
"677984","Yes","Yes","Yes","Yes","No"
"677985","Yes","Yes","Yes","Yes","Yes"
"677986","Yes","Yes","Yes","Yes","No"
"677987","Yes","Yes","Yes","Yes","No"
"677988","Yes","Yes","Yes","Yes","Yes"
"677989","Yes","Yes","Yes","Yes","Yes"
"677990","Yes","Yes","Yes","Yes","Yes"
"677991","Yes","Yes","Yes","Yes","Yes"
"677992","Yes","Yes","Yes","Yes","Yes"
"677993","Yes","Yes","Yes","Yes","Yes"
"677994","Yes","Yes","Yes","Yes","Yes"
"677995","Yes","Yes","Yes","Yes","Yes"
"677996","Yes","Yes","Yes","Yes","Yes"
"677997","Yes","Yes","Yes","Yes","Yes"
"677998","Yes","Yes","Yes","Yes","Yes"
"677999","Yes","No","Yes","Yes","Yes"
"678001","Yes","Yes","Yes","Yes","Yes"
"678008","Yes","Yes","Yes","Yes","Yes"
"678016","Yes","Yes","Yes","Yes","Yes"
"678027","Yes","Yes","Yes","Yes","Yes"
"678032","Yes","Yes","Yes","Yes","Yes"
"678034","Yes","Yes","Yes","No","Yes"
"678039","Yes","Yes","Yes","Yes","Yes"
"678058","Yes","Yes","Yes","Yes","Yes"
"678062","Yes","Yes","Yes","Yes","Yes"
"678078","Yes","Yes","Yes","Yes","Yes"
"678080","Yes","Yes","Yes","Yes","Yes"
"678086","Yes","Yes","Yes","Yes","Yes"
"678089","Yes","Yes","No","No","Yes"
"678093","Yes","Yes","Yes","Yes","Yes"
"678094","Yes","Yes","Yes","Yes","No"
"678096","Yes","Yes","Yes","Yes","Yes"
"678097","Yes","Yes","Yes","Yes","Yes"
"678101","Yes","Yes","Yes","Yes","Yes"
"678109","Yes","Yes","Yes","Yes","Yes"
"678112","Yes","Yes","Yes","Yes","Yes"
"678115","Yes","Yes","Yes","No","Yes"
"678137","Yes","Yes","No","No","Yes"
"678140","Yes","Yes","Yes","No","Yes"
"678144","Yes","Yes","Yes","Yes","Yes"
"678148","Yes","Yes","Yes","Yes","Yes"
"678155","Yes","Yes","Yes","Yes","Yes"
"678162","Yes","Yes","Yes","Yes","Yes"
"678165","Yes","Yes","Yes","No","Yes"
"678166","Yes","Yes","Yes","Yes","Yes"
"678169","Yes","Yes","Yes","Yes","Yes"
"678174","Yes","Yes","Yes","Yes","Yes"
"678191","Yes","Yes","Yes","Yes","Yes"
"678197","Yes","Yes","Yes","Yes","Yes"
"678204","Yes","No","No","No","Yes"
"678208","Yes","Yes","Yes","Yes","Yes"
"678210","Yes","Yes","Yes","Yes","Yes"
"678216","Yes","Yes","Yes","Yes","Yes"
"678220","Yes","Yes","Yes","Yes","Yes"
"678224","Yes","Yes","Yes","No","Yes"
"678225","Yes","Yes","Yes","Yes","Yes"
"678229","Yes","Yes","Yes","Yes","Yes"
"678232","Yes","Yes","Yes","No","Yes"
"678233","Yes","Yes","Yes","No","Yes"
"678236","Yes","Yes","Yes","Yes","Yes"
"678238","Yes","Yes","Yes","Yes","Yes"
"678243","Yes","Yes","Yes","Yes","Yes"
"678253","Yes","Yes","Yes","Yes","Yes"
"678259","Yes","Yes","Yes","Yes","Yes"
"678260","Yes","Yes","Yes","Yes","Yes"
"678261","Yes","Yes","Yes","Yes","Yes"
"678267","Yes","Yes","Yes","Yes","Yes"
"678279","Yes","Yes","Yes","Yes","Yes"
"678286","Yes","Yes","Yes","Yes","Yes"
"678290","Yes","Yes","Yes","No","No"
"678299","Yes","Yes","Yes","Yes","Yes"
"678300","Yes","Yes","Yes","Yes","No"
"678303","Yes","Yes","Yes","Yes","Yes"
"678304","Yes","Yes","Yes","Yes","Yes"
"678308","Yes","Yes","Yes","Yes","Yes"
"678315","Yes","Yes","Yes","Yes","Yes"
"678318","Yes","Yes","Yes","Yes","Yes"
"678319","Yes","Yes","Yes","Yes","Yes"
"678322","Yes","Yes","Yes","Yes","Yes"
"678324","Yes","Yes","No","No","Yes"
"678332","Yes","Yes","Yes","Yes","Yes"
"678333","Yes","Yes","Yes","Yes","Yes"
"678334","Yes","Yes","Yes","Yes","Yes"
"678338","Yes","Yes","Yes","Yes","Yes"
"678341","Yes","Yes","Yes","Yes","Yes"
"678352","Yes","Yes","Yes","No","Yes"
"678358","Yes","Yes","Yes","Yes","Yes"
"678363","Yes","Yes","Yes","Yes","Yes"
"678371","Yes","Yes","Yes","Yes","Yes"
"678372","Yes","Yes","Yes","Yes","Yes"
"678376","Yes","Yes","Yes","Yes","Yes"
"678381","Yes","Yes","Yes","Yes","Yes"
"678387","Yes","Yes","Yes","Yes","Yes"
"678390","Yes","Yes","Yes","Yes","Yes"
"678416","Yes","Yes","Yes","Yes","Yes"
"678422","Yes","Yes","Yes","Yes","Yes"
"678428","Yes","No","No","No","Yes"
"678431","Yes","Yes","Yes","Yes","Yes"
"678436","Yes","Yes","Yes","Yes","No"
"678439","Yes","Yes","Yes","Yes","Yes"
"678449","Yes","Yes","Yes","Yes","Yes"
"678455","Yes","Yes","Yes","Yes","Yes"
"678464","Yes","Yes","Yes","Yes","Yes"
"678474","Yes","Yes","Yes","Yes","Yes"
"678475","Yes","No","No","No","Yes"
"678485","Yes","Yes","Yes","Yes","Yes"
"678490","Yes","Yes","Yes","Yes","Yes"
"678499","Yes","Yes","Yes","Yes","Yes"
"679000","Yes","Yes","Yes","Yes","Yes"
