"CMS_Cert_Num","Question_1","Question_2","Question_3","Question_4","Question_5","Question_6","Question_7","Question_8","Question_9","Question_10","Question_11","Question_12","Question_13","Question_14","Question_15","Question_16","Question_17","Question_18","Question_19"
"527070","90","98","100","97","84","89","95","98","96","100","100","51","49","53","67","78","40","3","20"
"527074","82","82","89","87","74","78","92","99","100","100","91","53","58","64","61","75","49","18","15"
"527075","98","100","100","100","76","81","100","100","100","100","100","52","49","58","70","76","43","7","17"
"527078","90","98","100","100","78","91","100","99","98","100","99","58","85","73","92","73","65","12","12"
"527081","79","98","100","99","79","96","100","95","100","95","100","55","56","61","78","74","35","22","15"
"527082","89","80","97","95","62","51","98","89","80","79","98","53","50","55","66","62","37","11","18"
"527083","95","93","100","99","78","55","100","100","100","98","100","50","49","55","71","76","40","10","14"
"527085","94","96","99","99","79","90","99","99","98","96","100","53","53","64","65","69","38","19","19"
"527091","82","86","96","98","56","66","97","98","96","92","90","45","39","42","56","44","33","10","20"
"527094","96","90","100","98","84","71","99","100","98","100","99","61","51","66","63","68","54","13","18"
"527098","97","99","99","100","75","85","100","100","100","100","100","60","53","59","60","61","46","17","15"
"527121","92","91","100","100","26","28","100","98","98","95","100","58","62","71","67","69","45","16","16"
"527125","75","80","83","95","81","81","96","97","88","72","100","52","54","53","64","62","34","14","14"
"527133","90","78","100","100","74","61","99","97","97","97","99","53","53","61","54","50","36","11","22"
"527136","88","94","100","97","88","91","100","100","100","100","100","44","48","57","61","58","38","9","18"
"527137","83","92","87","95","88","88","100","95","99","100","100","39","45","51","63","65","41","15","14"
"527138","95","90","99","100","84","89","98","99","91","99","98","42","38","55","61","62","40","17","16"
"527139","92","99","100","100","76","78","100","100","100","100","100","50","74","62","56","84","58","19","30"
"527147","89","93","98","100","88","78","97","94","63","76","98","40","70","63","69","63","35","14","15"
"527151","97","98","99","98","80","81","100","99","99","100","100","54","57","63","64","67","52","19","17"
"527152","91","96","98","98","81","89","99","99","97","99","100","65","64","69","74","67","53","12","12"
"527154","91","93","100","99","85","90","98","100","98","100","100","60","58","63","67","80","40","11","29"
"527156","89","96","99","99","69","78","100","100","98","100","99","50","37","48","55","52","37","17","16"
"527157","62","81","99","89","87","80","99","96","98","86","100","62","60","66","63","65","49","24","11"
"527158","98","99","100","100","83","85","100","100","100","100","100","72","79","81","87","80","66","13","11"
"527159","94","85","100","99","90","92","100","100","97","92","100","47","46","56","71","62","37","11","16"
"527164","84","98","84","99","90","94","100","95","97","99","100","51","59","58","58","67","43","11","15"
"527177","98","100","99","100","79","87","100","100","100","100","100","60","60","70","70","70","47","11","19"
"527178","96","100","100","100","75","94","100","100","100","100","100","68","90","73","79","73","42","12","19"
"527180","92","98","100","100","86","88","100","100","99","100","99","67","65","73","75","71","57","13","17"
"527184","89","96","97","99","70","68","99","99","96","99","99","56","62","61","71","71","47","13","17"
"527187","96","99","95","98","80","77","100","100","100","100","100","69","67","73","76","72","59","14","21"
"527189","99","85","100","100","70","75","99","98","97","97","99","60","60","64","68","61","49","14","15"
"527191","96","91","100","99","72","47","98","100","100","99","99","40","46","48","36","38","35","22","18"
"527198","91","80","100","97","79","74","93","98","87","90","100","36","37","41","39","41","18","10","20"
"527200","98","98","86","99","84","91","100","100","99","100","100","52","58","61","56","69","48","11","16"
"527201","98","98","100","100","67","71","100","100","98","100","100","51","65","59","69","69","45","13","24"
"527206","92","71","100","99","83","81","99","96","91","93","99","57","49","53","52","58","46","11","17"
"527207","95","99","99","98","81","88","100","99","95","97","100","52","58","58","58","66","50","13","13"
"527208","80","91","99","92","89","92","96","97","97","100","95","29","","50","56","60","25","13","19"
"527212","88","75","98","98","71","77","99","100","98","99","99","52","68","58","59","61","42","19","16"
"527215","93","97","100","98","84","80","99","100","100","100","100","69","66","72","75","72","57","17","15"
"527218","97","96","95","99","72","81","100","99","98","100","100","55","61","66","73","40","55","8","23"
"527219","93","96","100","99","80","90","97","100","95","100","99","52","60","63","62","73","46","14","16"
"527225","90","98","100","100","76","77","100","99","100","100","100","59","65","58","49","56","46","10","9"
"527227","100","98","97","99","82","87","99","100","100","100","100","48","47","49","61","48","42","14","16"
"527235","99","95","81","84","75","83","98","100","100","100","100","57","57","58","55","73","35","10","14"
"527237","95","99","99","100","88","80","100","100","99","100","100","58","59","56","60","53","39","11","17"
"527247","83","87","94","94","39","42","97","99","96","96","96","44","32","50","57","58","30","24","13"
"527257","81","83","100","100","75","78","100","100","98","100","97","48","62","64","73","61","36","11","8"
"527261","87","92","97","100","84","83","95","100","100","100","98","56","","69","73","49","47","8","26"
"527262","84","93","100","99","76","66","98","98","97","100","99","44","41","57","63","63","39","22","19"
"527266","97","99","100","100","91","93","100","100","99","100","100","58","51","61","59","57","39","17","16"
"527273","94","87","99","99","78","80","100","99","93","100","100","57","47","66","76","52","43","11","17"
"527279","99","100","96","94","63","92","93","98","100","99","81","44","47","57","75","55","51","16","12"
"527280","76","58","91","91","56","38","91","97","84","86","74","35","37","43","71","54","28","10","20"
"527281","93","99","96","98","92","88","99","100","99","99","99","52","53","57","64","62","52","14","16"
"527282","46","82","99","75","96","95","90","39","99","99","96","23","22","24","42","11","16","13","14"
"527290","90","98","99","97","84","89","100","100","98","97","100","59","59","66","70","54","51","14","14"
"527291","94","93","100","100","53","79","100","97","100","96","98","45","42","49","62","56","37","8","20"
"527298","96","99","99","99","86","84","99","99","98","94","98","46","53","54","52","55","31","12","17"
"527299","95","98","88","97","79","88","99","100","97","99","98","56","59","63","69","67","45","13","15"
"527302","91","92","78","99","85","86","97","98","99","100","97","59","55","67","68","68","49","8","18"
"527305","76","95","100","100","69","75","100","100","93","97","100","46","35","57","53","73","43","15","22"
"527307","53","74","98","100","73","67","99","98","97","97","100","49","40","42","69","71","44","20","15"
"527308","73","95","99","91","84","92","97","99","100","100","77","42","40","53","63","37","41","12","19"
"527309","93","91","100","100","80","87","100","100","93","98","98","49","58","54","62","44","44","20","11"
"527312","91","77","94","97","64","49","99","98","96","95","100","58","60","51","54","60","37","17","15"
"527316","91","86","98","95","70","65","97","97","95","94","98","51","49","61","59","58","32","13","21"
"537026","95","78","99","98","85","80","100","92","92","86","99","54","55","72","68","80","56","15","17"
"537031","85","93","99","99","82","88","99","99","100","100","92","41","70","62","42","67","43","11","12"
"537038","82","88","97","100","82","85","99","96","91","96","100","57","47","67","72","68","53","14","22"
"537041","92","95","99","99","88","88","99","99","100","100","99","65","53","64","53","59","48","16","10"
"537042","95","72","96","100","81","80","99","92","93","95","100","63","57","71","74","65","48","15","14"
"537044","87","55","96","52","58","41","85","95","92","93","83","57","76","66","61","74","58","12","22"
"537050","90","97","100","100","91","96","99","100","100","100","99","61","48","77","49","78","39","20","24"
"537062","90","80","96","91","56","51","99","95","87","93","97","52","72","72","77","74","56","13","18"
"537063","81","78","99","100","68","73","99","59","62","29","92","58","44","58","68","37","42","15","20"
"537069","94","92","96","99","79","74","99","100","100","96","99","56","57","57","70","65","60","12","16"
"537074","80","76","100","99","39","44","96","73","22","17","92","38","57","48","52","61","32","17","12"
"537075","89","95","95","100","75","79","100","99","97","88","100","61","59","79","74","78","57","13","19"
"537076","90","84","100","98","70","66","98","93","95","97","99","52","61","52","52","58","42","9","20"
"537078","88","93","99","100","49","42","100","78","92","86","99","46","30","61","50","41","41","18","18"
"537830","91","92","99","97","70","73","97","100","98","99","97","59","56","65","53","61","46","13","18"
"537831","97","65","99","100","77","81","73","96","97","98","100","48","36","52","53","57","45","11","12"
"537834","93","98","99","93","60","63","99","100","99","96","99","62","57","70","69","57","62","8","16"
"557005","92","79","94","98","77","73","99","98","95","100","98","62","62","76","58","73","52","7","19"
"557006","94","96","99","100","82","85","100","100","99","99","100","53","69","74","85","79","59","16","18"
"557008","90","96","100","96","75","90","100","99","96","98","99","48","43","67","56","73","46","10","20"
"557012","87","87","100","100","73","83","100","93","88","98","100","61","50","68","67","65","48","16","17"
"557014","97","99","100","100","78","83","100","100","100","100","100","64","61","73","70","57","57","10","15"
"557020","89","97","94","100","35","28","95","99","98","98","100","58","51","65","70","78","53","12","15"
"557034","85","99","100","98","83","92","100","100","100","100","100","50","47","59","62","59","37","10","20"
"557037","86","83","99","93","68","69","97","99","98","98","89","57","50","62","63","69","48","18","13"
"557038","99","89","99","95","77","86","99","99","94","100","99","57","56","67","69","63","48","17","15"
"557041","83","91","85","98","72","73","94","100","100","98","99","59","61","70","70","75","54","11","14"
"557052","87","80","99","98","74","83","100","98","96","97","98","50","50","68","53","76","45","10","20"
"557061","90","93","99","97","79","94","100","98","83","91","98","49","47","65","50","71","44","34","16"
"557062","94","69","99","95","71","90","100","98","98","99","99","62","59","68","61","69","45","10","20"
"557065","90","89","100","98","77","91","99","98","97","96","99","54","50","69","59","76","47","10","20"
"557066","95","93","100","98","74","77","100","99","99","99","99","45","36","56","59","67","38","10","20"
